reinforcement_id,student_id,group_id,reinforcement_type,timestamp,engagement_before,engagement_after,motivation_boost,student_response,continued_engagement,message_content
MOT0091,STU021,GRP008,Achievement Badge,2025-08-22 05:04:15.551501,8.44944692795516,7.320803972519745,-0.26734528698878157,Negative,False,Great work on documentation!
MOT0092,STU042,GRP008,Goal Achievement,2025-08-19 10:04:15.551507,5.91304534408931,6.639918564147956,1.0750447902420566,Very Positive,False,Great work on model implementation!
MOT0093,STU050,GRP014,Achievement Badge,2025-08-23 04:04:15.551513,6.1113739113790535,9.23690783976589,1.8562341813315086,Neutral,True,Great work on data analysis!
MOT0094,STU057,GRP012,Team Contribution Highlight,2025-08-11 00:04:15.551519,6.894898231363095,7.796465506400886,0.45291359291360445,Very Positive,False,Great work on team collaboration!
MOT0095,STU014,GRP015,Skill Improvement Note,2025-08-21 15:04:15.551525,3.2282371435014836,7.93579201367134,1.9357129628589271,Positive,True,Great work on documentation!
MOT0096,STU057,GRP010,Progress Celebration,2025-08-20 04:04:15.551530,6.337499175133116,7.158174812655959,1.67160173217137,Positive,True,Great work on model implementation!
MOT0097,STU012,GRP019,Achievement Badge,2025-08-11 01:04:15.551536,6.375001699063479,9.822893030368753,2.2861826736546274,Very Positive,True,Great work on model implementation!
MOT0098,STU001,GRP012,Skill Improvement Note,2025-08-12 09:04:15.551542,7.9392620855349945,8.709280937051885,0.2678660684388343,Very Positive,True,Great work on documentation!
MOT0099,STU025,GRP007,Team Contribution Highlight,2025-08-14 09:04:15.551547,7.494490553078899,8.25159114917589,1.7851397827129307,Neutral,True,Great work on model implementation!
MOT0100,STU009,GRP015,Skill Improvement Note,2025-08-11 03:04:15.551553,7.238914230219579,8.343315105417679,3.460693175639676,Negative,False,Great work on data analysis!
MOT0101,STU017,GRP017,Peer Recognition,2025-08-22 08:04:15.551559,6.385721495072121,8.923604856995196,0.9232081517887974,Very Positive,True,Great work on data analysis!
MOT0102,STU077,GRP018,Peer Recognition,2025-08-24 00:04:15.551564,7.685962375831508,8.927183868278947,1.5915408617082785,Positive,False,Great work on team collaboration!
MOT0103,STU033,GRP013,Goal Achievement,2025-08-16 20:04:15.551570,9.00387041356475,6.7388687563674985,0.9102232466654223,Very Positive,False,Great work on model implementation!
MOT0104,STU037,GRP003,Team Contribution Highlight,2025-08-12 05:04:15.551576,6.818570129035234,8.856968224181067,1.4435436170359466,Positive,False,Great work on team collaboration!
MOT0105,STU052,GRP020,Achievement Badge,2025-08-12 20:04:15.551581,8.428638554765849,7.005972154840417,0.3875372084091564,Very Positive,True,Great work on team collaboration!
MOT0106,STU004,GRP002,Peer Recognition,2025-08-15 12:04:15.551587,6.962192504804757,7.707383668663565,1.7342909762865761,Neutral,True,Great work on data analysis!
MOT0107,STU018,GRP007,Team Contribution Highlight,2025-08-17 11:04:15.551593,6.458896563700244,7.391976251251851,1.2400499426210212,Very Positive,True,Great work on data analysis!
MOT0108,STU073,GRP020,Goal Achievement,2025-08-23 17:04:15.551599,6.543273342189777,7.434022440182003,1.1374943629412575,Neutral,False,Great work on documentation!
MOT0109,STU077,GRP020,Achievement Badge,2025-08-12 17:04:15.551604,5.894609994519635,8.827998143843288,1.4552168036046396,Negative,False,Great work on team collaboration!
MOT0110,STU006,GRP004,Achievement Badge,2025-08-13 21:04:15.551611,9.885128708253148,7.992845461534154,0.8593140237370707,Positive,True,Great work on documentation!
MOT0111,STU062,GRP010,Progress Celebration,2025-08-24 01:04:15.551617,10.506013062294597,8.296351653257203,2.0920998295142534,Very Positive,True,Great work on model implementation!
MOT0112,STU069,GRP020,Skill Improvement Note,2025-08-24 02:04:15.551623,7.388154474803738,8.547613235157298,1.7285232410819795,Negative,True,Great work on documentation!
MOT0113,STU017,GRP014,Goal Achievement,2025-08-15 09:04:15.551629,4.846873152835903,8.241034857073695,0.24011095691980877,Positive,True,Great work on data analysis!
MOT0114,STU079,GRP012,Peer Recognition,2025-08-20 08:04:15.551635,6.238455745381199,6.929259052124055,1.5859761486789794,Neutral,True,Great work on data analysis!
MOT0115,STU031,GRP008,Achievement Badge,2025-08-11 22:04:15.551640,7.001189371007352,8.377375068918225,1.5298372581992699,Very Positive,True,Great work on data analysis!
MOT0116,STU002,GRP008,Achievement Badge,2025-08-22 20:04:15.551646,5.589761987320402,7.486795812777984,2.036316929003588,Very Positive,True,Great work on model implementation!
MOT0117,STU037,GRP002,Peer Recognition,2025-08-17 00:04:15.551651,8.1017850159416,6.423860281648141,0.07525789398988292,Positive,False,Great work on model implementation!
MOT0118,STU078,GRP013,Skill Improvement Note,2025-08-10 11:04:15.551657,5.409665925192932,9.054249098438701,2.2719072241464273,Very Positive,True,Great work on data analysis!
MOT0119,STU033,GRP018,Progress Celebration,2025-08-13 22:04:15.551663,5.112932179398243,8.168771224483606,2.76754506651207,Neutral,False,Great work on model implementation!
MOT0120,STU057,GRP010,Peer Recognition,2025-08-12 17:04:15.551669,7.1229672158605,9.505803942279712,2.098981256066479,Neutral,False,Great work on model implementation!
MOT0121,STU068,GRP009,Peer Recognition,2025-08-12 22:04:15.551674,5.134701940658134,7.572022291803506,1.3278035826334784,Very Positive,True,Great work on documentation!
MOT0122,STU080,GRP016,Peer Recognition,2025-08-22 19:04:15.551680,6.65620008203201,8.899594744126285,1.626947809820327,Positive,False,Great work on model implementation!
MOT0123,STU040,GRP018,Progress Celebration,2025-08-21 21:04:15.551686,2.095698584332827,6.224591672288729,-0.44990473198083447,Neutral,True,Great work on model implementation!
MOT0124,STU005,GRP008,Goal Achievement,2025-08-15 02:04:15.551691,6.763047860983002,8.088585179361313,1.526579966888575,Negative,False,Great work on data analysis!
MOT0125,STU064,GRP002,Peer Recognition,2025-08-18 13:04:15.551697,5.0616075984280755,8.608972806143987,1.8730099971748233,Negative,True,Great work on data analysis!
MOT0126,STU008,GRP009,Team Contribution Highlight,2025-08-16 07:04:15.551703,4.617276399192264,6.040754158261353,1.2998946510184497,Negative,True,Great work on documentation!
MOT0127,STU050,GRP015,Achievement Badge,2025-08-19 17:04:15.551708,9.18767341042004,9.83969129063837,1.750723488358442,Positive,True,Great work on documentation!
MOT0128,STU069,GRP002,Goal Achievement,2025-08-17 23:04:15.551714,5.405004992629886,8.864211191386302,0.9380605881527668,Very Positive,True,Great work on team collaboration!
MOT0129,STU004,GRP020,Peer Recognition,2025-08-18 21:04:15.551719,5.348739444989285,5.227239802053607,1.3819057586781223,Positive,True,Great work on team collaboration!
MOT0130,STU080,GRP014,Skill Improvement Note,2025-08-23 06:04:15.551726,5.555198976293937,7.915716455434205,-0.5394861569896492,Very Positive,True,Great work on team collaboration!
MOT0131,STU069,GRP015,Skill Improvement Note,2025-08-12 06:04:15.551732,6.7547400088755305,4.882654603234046,2.1703522026148416,Neutral,True,Great work on documentation!
MOT0132,STU060,GRP008,Progress Celebration,2025-08-24 04:04:15.551738,7.282836851202626,7.465602274290495,1.7501758880656635,Neutral,True,Great work on team collaboration!
MOT0133,STU011,GRP008,Team Contribution Highlight,2025-08-18 04:04:15.551744,5.032888606004672,7.886850618737871,1.9358192307682687,Neutral,True,Great work on data analysis!
MOT0134,STU079,GRP009,Peer Recognition,2025-08-18 18:04:15.551749,1.8585661263629154,7.263330768386972,1.2818846958909007,Neutral,True,Great work on data analysis!
MOT0135,STU016,GRP010,Team Contribution Highlight,2025-08-17 15:04:15.551755,6.2055595733813504,9.548522191472886,0.40087910006169236,Neutral,False,Great work on documentation!
MOT0136,STU060,GRP001,Skill Improvement Note,2025-08-24 07:04:15.551760,5.568261134832157,5.500957168429862,2.5082293210185167,Negative,True,Great work on team collaboration!
MOT0137,STU062,GRP018,Progress Celebration,2025-08-15 18:04:15.551766,6.1305647860868,7.2739093343559516,1.2580138541514287,Very Positive,True,Great work on data analysis!
MOT0138,STU036,GRP020,Team Contribution Highlight,2025-08-17 19:04:15.551771,7.454353742645486,8.216836084219349,3.41830737084567,Very Positive,True,Great work on team collaboration!
MOT0139,STU036,GRP009,Skill Improvement Note,2025-08-21 18:04:15.551777,7.180903832605662,7.2417054849971025,0.8509146099808423,Positive,True,Great work on model implementation!
MOT0140,STU080,GRP002,Progress Celebration,2025-08-22 01:04:15.551782,5.910861571374786,5.997795690444194,1.331891365993269,Very Positive,True,Great work on documentation!
MOT0141,STU075,GRP011,Achievement Badge,2025-08-12 16:04:15.551788,7.6752021593133755,7.063963679252117,0.6540959549727108,Positive,True,Great work on team collaboration!
MOT0142,STU033,GRP001,Goal Achievement,2025-08-16 23:04:15.551794,8.77391771944135,6.088220212054602,-0.3542547011818411,Very Positive,True,Great work on team collaboration!
MOT0143,STU014,GRP003,Team Contribution Highlight,2025-08-15 00:04:15.551799,4.770647084528926,5.951480739450844,1.6089808512836656,Very Positive,True,Great work on model implementation!
MOT0144,STU027,GRP011,Team Contribution Highlight,2025-08-16 13:04:15.551813,5.95894324932564,7.536375545971392,2.2223473415798187,Negative,True,Great work on documentation!
MOT0145,STU037,GRP005,Achievement Badge,2025-08-17 12:04:15.551819,5.462997708255836,8.730107294094768,2.5090582393625622,Neutral,True,Great work on documentation!
MOT0146,STU048,GRP016,Peer Recognition,2025-08-11 05:04:15.551825,5.816506252979509,8.684427426667575,1.106545669976816,Very Positive,True,Great work on data analysis!
MOT0147,STU038,GRP005,Team Contribution Highlight,2025-08-23 22:04:15.551830,7.886147193261183,5.914212974908472,-0.016409796100277152,Very Positive,True,Great work on team collaboration!
MOT0148,STU066,GRP017,Team Contribution Highlight,2025-08-17 03:04:15.551836,5.913098427638689,6.733290229128275,0.8866327124560918,Positive,True,Great work on data analysis!
MOT0149,STU020,GRP013,Goal Achievement,2025-08-22 19:04:15.551842,6.17071012632929,8.664016238203502,0.9738715371472522,Very Positive,False,Great work on model implementation!
MOT0150,STU073,GRP017,Team Contribution Highlight,2025-08-11 01:04:15.551848,5.26420803406537,7.378183947889321,0.6846837761547058,Negative,True,Great work on data analysis!
MOT0151,STU068,GRP002,Team Contribution Highlight,2025-08-14 10:04:15.551854,5.098991746905929,5.864379823707637,1.355582492976863,Negative,True,Great work on model implementation!
MOT0152,STU074,GRP010,Progress Celebration,2025-08-17 11:04:15.551860,5.64694144010442,8.959534487081605,0.14208312635284748,Positive,True,Great work on team collaboration!
MOT0153,STU030,GRP015,Peer Recognition,2025-08-22 00:04:15.551865,5.686874667428182,9.975488664790499,0.5483123863217204,Positive,True,Great work on documentation!
MOT0154,STU047,GRP003,Peer Recognition,2025-08-12 13:04:15.551871,6.145200121855814,6.340987220609557,0.22125798977521516,Very Positive,False,Great work on documentation!
MOT0155,STU078,GRP008,Skill Improvement Note,2025-08-15 13:04:15.551877,8.820966474631518,8.005247391164577,1.4069430705900987,Positive,True,Great work on model implementation!
MOT0156,STU069,GRP008,Skill Improvement Note,2025-08-12 00:04:15.551882,3.9555256473256666,8.230489665729964,2.225937556795061,Positive,True,Great work on team collaboration!
MOT0157,STU044,GRP011,Achievement Badge,2025-08-22 18:04:15.551888,8.224215591242794,8.601999875527392,0.3964115379236768,Negative,True,Great work on model implementation!
MOT0158,STU074,GRP016,Goal Achievement,2025-08-20 06:04:15.551894,6.969685125789487,8.601101952571929,-0.13555486807112116,Positive,False,Great work on data analysis!
MOT0159,STU022,GRP004,Skill Improvement Note,2025-08-18 21:04:15.551899,4.818080612777322,8.86578878609213,2.000836621337543,Negative,True,Great work on model implementation!
MOT0160,STU005,GRP014,Achievement Badge,2025-08-20 22:04:15.551905,4.177125449567912,8.754025751123006,1.3762427193228943,Very Positive,True,Great work on documentation!
MOT0161,STU055,GRP012,Progress Celebration,2025-08-15 22:04:15.551910,7.671513431910727,7.03857441187927,1.8161467971847216,Positive,True,Great work on data analysis!
MOT0162,STU044,GRP011,Team Contribution Highlight,2025-08-11 12:04:15.551916,7.765743161728437,7.378398077453146,1.314202036938629,Very Positive,False,Great work on data analysis!
MOT0163,STU010,GRP012,Skill Improvement Note,2025-08-15 18:04:15.551921,5.52721755574302,9.781966738423055,1.2037824485393873,Negative,True,Great work on documentation!
MOT0164,STU038,GRP016,Goal Achievement,2025-08-21 15:04:15.551927,5.116963512234227,6.9410089033502995,1.4014164809136906,Positive,True,Great work on data analysis!
MOT0165,STU020,GRP001,Team Contribution Highlight,2025-08-11 20:04:15.551933,7.6299967576673176,6.197007785819373,2.7781280023539594,Neutral,True,Great work on documentation!
MOT0166,STU049,GRP011,Skill Improvement Note,2025-08-20 17:04:15.551938,6.9630129410834245,8.359747167563295,1.222248364941251,Neutral,False,Great work on data analysis!
MOT0167,STU030,GRP010,Skill Improvement Note,2025-08-17 05:04:15.551944,6.528888451026688,7.622060234487116,2.1142367752287683,Very Positive,True,Great work on documentation!
MOT0168,STU037,GRP011,Skill Improvement Note,2025-08-17 16:04:15.551950,6.488107118819944,8.720460262191251,0.9529219813179423,Positive,False,Great work on data analysis!
MOT0169,STU027,GRP014,Team Contribution Highlight,2025-08-18 13:04:15.551956,6.793460792468474,6.835295586912695,2.27322258603963,Neutral,True,Great work on team collaboration!
