interaction_id,student_id,group_id,question_type,timestamp,response_time_minutes,response_quality,student_satisfaction,follow_up_needed,complexity_level,ai_confidence
TUT0016,STU054,GRP013,Documentation,2025-08-23 14:27:15.520643,6.5843118344763685,9.0127056117954,9.652871763731264,False,Basic,85.82215111156113
TUT0017,STU052,GRP017,Model Evaluation,2025-08-20 06:18:15.520649,4.058842616278597,8.095377187529156,7.928858378002275,False,Intermediate,78.75056150803734
TUT0018,STU042,GRP019,Data Preprocessing,2025-08-23 09:38:15.520655,63.52908567861488,8.05092110412324,8.437078396343594,False,Intermediate,84.71300243541707
TUT0019,STU046,GRP003,Presentation,2025-08-19 22:28:15.520662,40.698709117762846,8.021025928273998,7.585429413270183,False,Intermediate,63.52624425768154
TUT0020,STU028,GRP016,Model Evaluation,2025-08-20 18:55:15.520668,3.5102602319096783,8.976854072243777,9.090849654098307,False,Intermediate,75.62716416028856
TUT0021,STU071,GRP019,Model Selection,2025-08-18 00:29:15.520674,9.33728377904033,7.215110188974879,7.746537035491488,False,Intermediate,69.13078559757105
TUT0022,STU007,GRP002,Feature Engineering,2025-08-19 05:35:15.520680,17.476939127076754,7.150722002745356,7.377349253388242,True,Basic,91.52080338477178
TUT0023,STU057,GRP015,Data Preprocessing,2025-08-19 14:15:15.520686,33.359410901285756,8.80716068526501,8.635111671133844,False,Advanced,94.46847030393558
TUT0024,STU017,GRP010,Model Selection,2025-08-21 08:15:15.520693,14.700470347501719,9.245282913255396,9.881044987082365,True,Intermediate,93.27131066634891
TUT0025,STU033,GRP003,Code Debugging,2025-08-22 13:53:15.520699,4.294116450618252,10.0,10.0,True,Advanced,90.2769478069112
TUT0026,STU040,GRP008,Project Planning,2025-08-23 10:10:15.520705,10.95396306813727,8.23130979326107,8.242174538755933,False,Basic,79.9255305872254
TUT0027,STU028,GRP016,Feature Engineering,2025-08-22 22:50:15.520711,6.276761981612592,8.181774749195228,8.523437004953273,False,Advanced,64.950374915082
TUT0028,STU057,GRP001,Data Preprocessing,2025-08-20 13:15:15.520718,0.5,9.619603048344754,10.0,False,Intermediate,88.04814186301769
TUT0029,STU017,GRP016,Feature Engineering,2025-08-21 20:33:15.520725,4.454925547066341,8.997050956595434,9.221293683693654,False,Advanced,77.60239479505107
TUT0030,STU014,GRP004,Code Debugging,2025-08-20 06:42:15.520731,7.19830985530937,6.066654051043937,6.511659114457152,False,Basic,92.85112198110974
TUT0031,STU049,GRP005,Model Selection,2025-08-23 16:24:15.520737,12.33840248648715,8.02184970136454,8.241056051112862,False,Basic,78.92113083737425
TUT0032,STU079,GRP006,Documentation,2025-08-20 11:11:15.520743,17.65820605466727,10.0,10.0,False,Advanced,89.10922354836633
TUT0033,STU020,GRP014,Documentation,2025-08-21 23:45:15.520749,25.783422170354246,8.132792741193544,7.758392843183517,True,Basic,83.48741950311414
TUT0034,STU018,GRP004,Project Planning,2025-08-20 11:05:15.520756,5.259388458806213,9.279522391502535,9.614230487095979,False,Intermediate,61.25508046375181
TUT0035,STU018,GRP008,Model Evaluation,2025-08-23 12:04:15.520762,0.8538321871311876,7.871297902067875,7.692175713114121,False,Advanced,55.88587157271553
TUT0036,STU077,GRP020,Model Evaluation,2025-08-24 03:45:15.520768,0.5,6.809854015057402,6.124574494023897,False,Advanced,74.58327479311708
TUT0037,STU039,GRP007,Presentation,2025-08-17 13:21:15.520774,0.8334458584997209,7.760587960479861,7.825181697145716,False,Advanced,98.50035415500959
TUT0038,STU051,GRP010,Data Preprocessing,2025-08-21 17:43:15.520780,7.515200044279615,7.645776820723551,7.926103080512939,False,Basic,94.47226617288
TUT0039,STU031,GRP016,Feature Engineering,2025-08-18 10:49:15.520786,10.118225513309843,7.9078834362296035,8.59293436303479,False,Basic,75.64219052795035
TUT0040,STU047,GRP011,Model Selection,2025-08-20 01:27:15.520792,3.749006065942988,8.41230900936525,8.894609888017097,False,Advanced,91.25894168467671
TUT0041,STU054,GRP012,Presentation,2025-08-22 11:54:15.520798,7.5323326898679746,8.520323030651834,8.33853638319432,False,Basic,86.96373248972232
TUT0042,STU003,GRP019,Feature Engineering,2025-08-24 07:19:15.520804,1.939076765204831,9.070819626702878,8.511436545295956,False,Basic,90.72120426332857
TUT0043,STU008,GRP013,Presentation,2025-08-21 04:51:15.520811,25.872854292529503,7.534602559679007,7.783496714387895,False,Advanced,68.43526701469
TUT0044,STU054,GRP014,Project Planning,2025-08-23 12:34:15.520817,13.201583581492443,8.229981195596636,7.70186917526262,False,Advanced,98.03713879339156
TUT0045,STU079,GRP005,Model Evaluation,2025-08-23 12:15:15.520822,14.710189780099894,7.096217206150545,6.930541056606621,False,Advanced,81.95614441538696
TUT0046,STU027,GRP005,Presentation,2025-08-20 17:51:15.520829,0.882446218036775,8.366136199960648,8.04597682037094,False,Advanced,70.73753713929626
TUT0047,STU009,GRP010,Project Planning,2025-08-21 17:55:15.520835,2.071336297430332,7.801417686699287,8.17232883389435,True,Basic,95.01533220246381
TUT0048,STU056,GRP004,Documentation,2025-08-17 11:53:15.520841,33.821220609977836,8.114450029709142,7.886397604834259,False,Intermediate,73.31100977287251
TUT0049,STU023,GRP004,Data Preprocessing,2025-08-22 21:36:15.520847,3.353526268917022,9.211858667549873,9.721320287594821,False,Basic,93.55524195789413
TUT0050,STU064,GRP012,Presentation,2025-08-18 13:50:15.520853,9.056777272245933,8.936584895618312,9.269096130340298,False,Advanced,79.94895216606265
TUT0051,STU034,GRP006,Code Debugging,2025-08-23 00:25:15.520859,1.8631238165550905,7.177950025439265,6.610939932471786,False,Intermediate,85.48266474148339
TUT0052,STU016,GRP001,Code Debugging,2025-08-19 13:50:15.520865,17.436849973530258,8.53736821102538,8.262009816966092,False,Basic,51.22202101992737
TUT0053,STU034,GRP019,Feature Engineering,2025-08-18 19:36:15.520871,27.43332789153242,8.124708858066942,8.139096640107441,False,Intermediate,94.66190736940287
TUT0054,STU008,GRP016,Model Selection,2025-08-20 06:40:15.520877,14.424301009323004,8.03270002523852,8.805566596315279,True,Basic,87.39787122550678
TUT0055,STU074,GRP004,Hyperparameter Tuning,2025-08-18 16:08:15.520883,3.922117497602735,7.773336639951283,8.426372741887096,True,Basic,90.10469506873281
TUT0056,STU032,GRP002,Documentation,2025-08-20 07:41:15.520889,15.417120634787233,7.60866536489918,8.170185013714914,False,Basic,83.11548101661937
TUT0057,STU023,GRP002,Presentation,2025-08-19 16:34:15.520895,6.380486241568851,8.960002053131412,8.737598634046167,False,Basic,55.39725747876658
TUT0058,STU054,GRP011,Model Evaluation,2025-08-23 13:48:15.520901,7.603375221429117,9.270702547734174,9.582650519272462,False,Basic,84.40643745073753
TUT0059,STU065,GRP002,Model Selection,2025-08-21 22:08:15.520907,44.537547271097566,6.710869857819265,7.078108230319874,False,Basic,85.80495310710286
TUT0060,STU052,GRP003,Documentation,2025-08-21 05:59:15.520913,8.038225074842932,6.293838983189807,7.2443993488236105,False,Intermediate,74.44518664835826
TUT0061,STU042,GRP003,Presentation,2025-08-19 06:21:15.520919,6.924290594319876,9.729280860263188,10.0,True,Basic,69.56299306623069
TUT0062,STU038,GRP019,Model Evaluation,2025-08-21 16:50:15.520925,16.214270169549987,8.545895904519721,8.207099689630496,False,Advanced,67.13583428256193
TUT0063,STU064,GRP007,Presentation,2025-08-21 16:08:15.520932,1.3003511024544825,9.197198572820959,9.233324596939918,True,Intermediate,93.71689995732066
TUT0064,STU004,GRP008,Presentation,2025-08-20 12:29:15.520938,10.242858262946118,6.8064136157807456,7.025747597059875,False,Advanced,78.27243671646659
TUT0065,STU002,GRP011,Data Preprocessing,2025-08-20 04:20:15.520944,19.70140213688021,6.450843986251671,6.11851843750064,False,Advanced,84.70017592930915
TUT0066,STU040,GRP004,Hyperparameter Tuning,2025-08-18 10:24:15.520951,15.960602476818632,7.23315829642736,7.381433957143013,False,Intermediate,73.57130173286876
TUT0067,STU063,GRP002,Model Selection,2025-08-21 06:40:15.520957,17.160137190745402,8.1095209303614,8.262746361843071,True,Basic,88.21589895228055
TUT0068,STU067,GRP014,Code Debugging,2025-08-19 05:53:15.520963,18.237054712686167,7.48301188411892,7.3009587734243135,False,Basic,51.33881730760651
TUT0069,STU075,GRP004,Presentation,2025-08-22 22:37:15.520969,5.805586087005967,8.740590061983841,8.626049546522987,False,Intermediate,96.3432816511296
TUT0070,STU010,GRP019,Data Preprocessing,2025-08-19 12:18:15.520975,7.290988436481,8.829623755538693,8.399338860827411,False,Basic,91.40247208863265
TUT0071,STU031,GRP010,Model Evaluation,2025-08-20 21:03:15.520981,7.08157113249511,7.5084627282660525,6.199396128919913,False,Intermediate,81.18162740524514
TUT0072,STU042,GRP011,Documentation,2025-08-21 08:49:15.520987,24.334864912994544,8.769071024152003,8.519264362341264,False,Basic,70.01648755974479
TUT0073,STU018,GRP019,Feature Engineering,2025-08-22 16:38:15.520993,0.6174126494851361,9.062561057988848,8.613547444826619,True,Intermediate,86.57247660937631
TUT0074,STU060,GRP011,Project Planning,2025-08-23 02:06:15.520999,7.537661090152033,9.192926318320733,9.029527646871088,False,Basic,83.52235112685608
TUT0075,STU058,GRP010,Documentation,2025-08-21 10:43:15.521005,12.912831378432166,6.899819804324959,7.397806643748181,False,Basic,86.58034119421357
TUT0076,STU021,GRP010,Data Preprocessing,2025-08-22 00:22:15.521011,0.904797087938873,7.579473719327245,7.394257418622026,False,Intermediate,83.22842037112119
TUT0077,STU019,GRP003,Hyperparameter Tuning,2025-08-20 09:56:15.521018,7.157511556526306,8.241332345269452,8.083986930875406,False,Basic,89.947589244395
TUT0078,STU039,GRP009,Model Selection,2025-08-24 02:35:15.521024,3.208699827351721,8.874491402080723,9.067226140004845,False,Intermediate,98.18480267076272
TUT0079,STU072,GRP018,Hyperparameter Tuning,2025-08-23 09:13:15.521030,3.4033877836295616,8.973454216959654,10.0,False,Basic,89.82249001143816
TUT0080,STU016,GRP001,Data Preprocessing,2025-08-21 22:23:15.521036,23.604070333679772,10.0,10.0,True,Intermediate,70.0298701330629
TUT0081,STU048,GRP003,Model Evaluation,2025-08-23 14:36:15.521042,6.073359653821016,8.126906127159598,7.947866404069939,True,Basic,65.16551354491821
TUT0082,STU026,GRP015,Model Selection,2025-08-23 09:58:15.521049,29.476110620683258,6.804438825472509,7.697737337435857,False,Intermediate,83.11870904252571
TUT0083,STU016,GRP002,Documentation,2025-08-23 21:15:15.521055,14.181732902222596,6.854457746931876,7.5667716129704985,True,Advanced,56.500208057075206
TUT0084,STU056,GRP013,Documentation,2025-08-24 03:01:15.521060,20.33362654261973,8.849005237214918,10.0,False,Intermediate,52.32261949247141
TUT0085,STU023,GRP012,Hyperparameter Tuning,2025-08-22 07:58:15.521067,13.293531948715739,7.79451869763573,8.198041905939073,False,Intermediate,66.00815233359224
TUT0086,STU020,GRP002,Hyperparameter Tuning,2025-08-21 02:29:15.521073,17.723854685715455,8.751288390937534,8.756836001097323,False,Advanced,80.08241975828764
TUT0087,STU062,GRP002,Feature Engineering,2025-08-21 06:41:15.521079,18.499825507213174,7.445757590650856,7.855906777905338,False,Intermediate,85.01969932115698
TUT0088,STU026,GRP017,Hyperparameter Tuning,2025-08-18 06:37:15.521085,4.734529347906516,4.620073164572521,5.21779952044901,False,Intermediate,86.4868718353827
TUT0089,STU046,GRP016,Presentation,2025-08-18 22:44:15.521091,29.25417772642777,8.630330259961132,8.921221145275315,False,Advanced,75.22752060683189
TUT0090,STU065,GRP011,Project Planning,2025-08-21 09:14:15.521097,26.170997389427967,7.413256953020673,7.364942184922336,True,Intermediate,67.46887823029198
TUT0091,STU077,GRP008,Data Preprocessing,2025-08-21 06:22:15.521103,23.11327096105258,7.866826231821107,8.539876129078236,True,Intermediate,85.98149529421825
TUT0092,STU068,GRP012,Hyperparameter Tuning,2025-08-22 15:29:15.521109,12.128003964374248,8.840614640548026,9.098747098688024,True,Advanced,93.8714530679922
TUT0093,STU031,GRP009,Presentation,2025-08-23 19:48:15.521115,26.582236755769273,10.0,10.0,False,Basic,69.29587939537542
TUT0094,STU074,GRP013,Code Debugging,2025-08-22 11:38:15.521122,2.589183530657647,7.482898961075799,7.50533557890565,True,Advanced,77.48998853810811
TUT0095,STU041,GRP012,Data Preprocessing,2025-08-20 11:03:15.521129,8.894978871370885,9.953595751824412,10.0,False,Advanced,70.23027752983054
TUT0096,STU019,GRP019,Hyperparameter Tuning,2025-08-18 20:40:15.521135,20.41198830668131,5.962326254537984,5.3412016388034225,False,Basic,47.257052119931735
TUT0097,STU063,GRP002,Feature Engineering,2025-08-23 19:44:15.521141,10.851853994204518,6.258073654267028,7.128544397565523,False,Basic,93.01930513872114
TUT0098,STU003,GRP017,Documentation,2025-08-24 10:53:15.521147,6.079915925569261,8.691977371041474,8.687986768865622,False,Advanced,74.57954904273765
TUT0099,STU026,GRP005,Code Debugging,2025-08-22 10:37:15.521153,13.364061749331869,8.949917749696656,9.431169192596707,False,Intermediate,88.41177272796034
TUT0100,STU008,GRP001,Model Selection,2025-08-17 18:53:15.521160,11.595334608273546,8.349792142222611,8.70237880317747,False,Basic,75.68048310827763
TUT0101,STU015,GRP017,Code Debugging,2025-08-23 15:16:15.521166,8.926299832809166,5.583725174139338,5.68005094046335,False,Advanced,77.13976726515442
TUT0102,STU051,GRP019,Feature Engineering,2025-08-20 15:10:15.521172,2.4353629417322766,9.866186073743842,10.0,False,Basic,63.729344194943636
TUT0103,STU021,GRP014,Documentation,2025-08-20 20:26:15.521178,1.8643917574422522,7.767279472480877,7.3860704971794195,True,Advanced,84.54751579636643
TUT0104,STU079,GRP012,Hyperparameter Tuning,2025-08-17 18:15:15.521184,0.5,7.854143738296547,7.056360115185433,False,Intermediate,48.92496907433332
TUT0105,STU040,GRP010,Model Selection,2025-08-22 10:33:15.521190,2.9705328575627585,7.123861255195251,8.02310129876431,False,Advanced,64.3931675342471
TUT0106,STU074,GRP013,Data Preprocessing,2025-08-22 09:21:15.521196,1.832699880726283,8.924828890339052,9.467242760417106,False,Advanced,54.20305118136495
TUT0107,STU029,GRP019,Feature Engineering,2025-08-18 19:35:15.521202,47.13381657628882,6.803779784232585,7.571858170660057,True,Advanced,84.22502458355333
TUT0108,STU010,GRP008,Code Debugging,2025-08-20 19:50:15.521208,11.015186707518046,7.7532997582192795,6.958955693030485,True,Basic,88.81337579599446
TUT0109,STU043,GRP015,Data Preprocessing,2025-08-21 10:39:15.521215,1.3357550830632237,8.624324964999863,8.975654964249516,False,Advanced,75.16891217837808
TUT0110,STU009,GRP012,Model Evaluation,2025-08-23 05:34:15.521221,40.35328289409277,8.358141107419442,8.315785890988016,False,Basic,78.54842832709733
TUT0111,STU050,GRP015,Project Planning,2025-08-22 13:39:15.521227,24.934931901889605,7.481754828584711,7.206860148765694,False,Intermediate,92.45720551895924
TUT0112,STU049,GRP012,Presentation,2025-08-20 04:35:15.521233,5.699260770914314,6.824655058744755,6.93006259772435,True,Intermediate,80.33414162474996
TUT0113,STU074,GRP008,Model Selection,2025-08-19 07:51:15.521239,0.5,8.720459998594565,8.369004279574781,True,Basic,83.99543525159967
TUT0114,STU038,GRP001,Code Debugging,2025-08-21 11:46:15.521245,17.472748696662762,9.643292857717949,10.0,False,Basic,85.87488099877302
TUT0115,STU044,GRP006,Project Planning,2025-08-22 15:08:15.521251,9.031056809644406,9.51019975146081,9.436772990833159,False,Advanced,78.23943543192307
TUT0116,STU012,GRP011,Documentation,2025-08-24 02:37:15.521257,22.80467162217357,8.149332455463087,7.952559295526493,False,Advanced,72.07806302352058
TUT0117,STU022,GRP020,Project Planning,2025-08-22 16:11:15.521263,11.691540258984492,9.777740636287284,9.920117932980068,True,Intermediate,82.32999439382426
TUT0118,STU027,GRP007,Project Planning,2025-08-18 03:46:15.521269,16.821710791493565,8.445632573507424,8.93737352128002,False,Advanced,72.76673209845814
TUT0119,STU070,GRP009,Model Evaluation,2025-08-21 01:52:15.521275,7.368322124061194,7.650947153382597,8.249531167006523,False,Basic,90.16984483611778
TUT0120,STU051,GRP019,Presentation,2025-08-18 21:01:15.521281,13.51016563943021,7.6830191693369905,7.780483956242479,True,Intermediate,79.72856587181295
TUT0121,STU001,GRP014,Feature Engineering,2025-08-21 02:39:15.521287,9.96200413045273,9.092876128774591,9.258835352628536,False,Advanced,85.15186773563677
TUT0122,STU077,GRP016,Hyperparameter Tuning,2025-08-23 08:35:15.521293,7.359569797409225,7.415178250082256,6.661871835510559,True,Basic,87.61593864422093
TUT0123,STU038,GRP003,Documentation,2025-08-23 03:32:15.521299,6.335489497558031,7.149920087854933,7.409029563077639,False,Intermediate,83.63788249786641
TUT0124,STU061,GRP016,Model Evaluation,2025-08-23 10:11:15.521305,9.532348059394447,7.983137880945745,7.2300934584156575,False,Intermediate,78.41044353418548
TUT0125,STU024,GRP012,Project Planning,2025-08-20 06:12:15.521310,20.22417507148339,9.101713688983903,9.003977367190917,True,Basic,64.71506584396822
TUT0126,STU034,GRP015,Documentation,2025-08-21 11:09:15.521316,18.784486327154266,7.153081079379107,8.05882952031499,False,Intermediate,81.58685501381781
TUT0127,STU073,GRP002,Model Selection,2025-08-23 08:40:15.521322,15.335227147772635,6.993437412677615,7.404470451693879,True,Intermediate,68.19072925584587
TUT0128,STU070,GRP014,Hyperparameter Tuning,2025-08-18 03:54:15.521328,45.0503443846332,7.925336410286526,7.741111472603512,True,Intermediate,87.2658593548124
TUT0129,STU067,GRP014,Presentation,2025-08-19 01:25:15.521335,4.999842153671149,8.95289552540007,8.742296117093613,False,Basic,74.95142270002798
TUT0130,STU061,GRP010,Feature Engineering,2025-08-19 23:16:15.521341,24.830480453270415,6.416890886966026,6.0679762428390775,False,Advanced,62.89213579787961
TUT0131,STU005,GRP017,Presentation,2025-08-17 23:01:15.521347,4.832998860856952,7.889661645372697,8.505013097864932,False,Advanced,96.64051289872575
TUT0132,STU019,GRP004,Documentation,2025-08-22 11:52:15.521353,3.606953101293271,8.485047020592772,8.24271339122605,False,Basic,93.21205571203932
TUT0133,STU028,GRP007,Model Selection,2025-08-23 23:25:15.521359,11.555909957860546,7.278853702152959,6.225409144839919,False,Advanced,84.31896158044306
TUT0134,STU056,GRP007,Model Selection,2025-08-17 16:35:15.521365,10.33661931605051,7.687168139586675,7.6430424082210315,False,Advanced,73.26277851540394
TUT0135,STU009,GRP003,Project Planning,2025-08-18 03:09:15.521372,44.11031615820032,9.024210812567397,8.725471383555195,False,Intermediate,92.78759580057582
TUT0136,STU036,GRP017,Documentation,2025-08-24 07:42:15.521378,18.564654020494444,7.249747436964729,7.038217136451839,False,Advanced,73.00441970176922
TUT0137,STU076,GRP017,Project Planning,2025-08-23 04:21:15.521384,6.162937763501851,8.624567101825763,8.036244629875736,False,Basic,56.63491517520327
TUT0138,STU073,GRP019,Feature Engineering,2025-08-23 06:14:15.521390,16.106619937112328,7.869708810289286,7.219082498093236,False,Basic,87.84888785269537
TUT0139,STU037,GRP018,Code Debugging,2025-08-19 18:52:15.521397,39.44564956019755,10.0,10.0,False,Advanced,66.2568228694443
TUT0140,STU063,GRP019,Documentation,2025-08-24 00:51:15.521403,10.494096163675625,10.0,10.0,True,Intermediate,86.00834365015871
TUT0141,STU019,GRP020,Project Planning,2025-08-24 00:29:15.521408,32.98951399527734,7.291583949438147,8.214781909737772,False,Intermediate,67.75953702239272
TUT0142,STU031,GRP002,Documentation,2025-08-21 09:44:15.521415,21.016012502907795,6.0176036485383495,5.994852720848206,False,Basic,92.97358792416259
TUT0143,STU044,GRP010,Model Evaluation,2025-08-21 06:31:15.521421,6.600112072854809,6.715081798352599,6.487482345944519,False,Advanced,84.19982449132802
TUT0144,STU013,GRP008,Model Selection,2025-08-21 01:01:15.521427,60.325374009594476,5.782295209868588,5.341015004145823,False,Intermediate,80.22814392390488
TUT0145,STU042,GRP009,Project Planning,2025-08-17 13:53:15.521433,8.480380627907985,6.576111201598042,7.4788984179414495,False,Basic,89.16660878889863
TUT0146,STU057,GRP007,Project Planning,2025-08-18 22:47:15.521439,3.2813475599655644,8.453767050167878,8.03428283034579,False,Intermediate,84.66231924686974
TUT0147,STU008,GRP017,Model Selection,2025-08-23 17:09:15.521445,3.5338005010170037,7.40776677689253,6.844939292992238,False,Advanced,79.95535660172116
TUT0148,STU052,GRP005,Presentation,2025-08-17 23:47:15.521451,2.040409387038355,8.829338289369229,9.127303962888812,True,Basic,79.64217849166216
TUT0149,STU026,GRP002,Hyperparameter Tuning,2025-08-24 02:03:15.521457,44.27079498532258,5.879177935311793,6.548841230051792,False,Intermediate,91.68740880682306
TUT0150,STU026,GRP009,Code Debugging,2025-08-19 04:19:15.521463,16.131732855756955,7.726285821970791,8.129460027508255,False,Advanced,39.70538882406721
TUT0151,STU016,GRP001,Hyperparameter Tuning,2025-08-20 05:22:15.521469,33.9233893900494,8.483110417059084,8.16768721558549,False,Intermediate,56.01850360398522
TUT0152,STU023,GRP016,Presentation,2025-08-20 11:34:15.521475,9.711725597438384,7.012099175053111,7.021887556098196,False,Intermediate,65.29521799599516
TUT0153,STU012,GRP010,Data Preprocessing,2025-08-20 01:31:15.521481,8.038244461035415,9.166860370377716,9.40716466705139,True,Advanced,84.43739591570251
TUT0154,STU028,GRP008,Hyperparameter Tuning,2025-08-22 02:37:15.521487,18.532689695354513,9.621258995449834,8.978939197755961,False,Intermediate,51.40553042592229
TUT0155,STU066,GRP001,Data Preprocessing,2025-08-19 01:37:15.521494,15.760064730437847,7.795437020771838,8.146703677738767,False,Advanced,93.929238956167
TUT0156,STU023,GRP020,Data Preprocessing,2025-08-21 21:58:15.521500,10.747348542654915,9.957696446216048,9.634007810892065,False,Intermediate,90.77968399392724
TUT0157,STU036,GRP014,Project Planning,2025-08-20 11:51:15.521506,4.154648285935857,9.428349402574273,9.544396721538542,False,Basic,81.96332244647309
TUT0158,STU060,GRP010,Presentation,2025-08-19 22:38:15.521512,17.559089381258104,7.672322586486393,7.657196255623683,False,Basic,76.02768259552097
TUT0159,STU066,GRP012,Presentation,2025-08-17 16:56:15.521518,10.570473518476446,10.0,10.0,False,Intermediate,80.76960149172355
TUT0160,STU014,GRP016,Feature Engineering,2025-08-20 15:15:15.521525,12.505374606641615,7.410304617799866,8.264908194976348,False,Advanced,53.37237993259325
TUT0161,STU042,GRP009,Model Evaluation,2025-08-21 01:29:15.521531,7.015684709657885,7.8954217086543155,7.559561314025276,True,Advanced,95.21432770314013
TUT0162,STU031,GRP002,Project Planning,2025-08-20 19:48:15.521538,17.55330980880801,9.294819439474233,9.005709356163774,False,Advanced,75.31628150492111
TUT0163,STU004,GRP016,Model Evaluation,2025-08-21 12:14:15.521544,59.037665760532214,9.045934820986503,8.782240290166692,False,Intermediate,80.63002645839224
TUT0164,STU050,GRP002,Hyperparameter Tuning,2025-08-20 13:22:15.521550,43.064882076973106,7.373618846935858,7.443090251787866,False,Basic,87.65783774339174
TUT0165,STU069,GRP016,Code Debugging,2025-08-18 16:33:15.521556,15.24180006386641,9.968706567231072,10.0,False,Basic,63.01111914832064
TUT0166,STU072,GRP006,Model Evaluation,2025-08-23 08:25:15.521562,3.643303167662585,8.68160614286793,8.844379050528966,False,Advanced,90.55611546179344
TUT0167,STU034,GRP018,Model Selection,2025-08-20 15:25:15.521568,11.232148161798644,10.0,9.64083294836882,False,Basic,87.19598312383634
TUT0168,STU046,GRP008,Model Evaluation,2025-08-19 16:15:15.521575,2.6902190887173023,9.983812355546453,10.0,False,Intermediate,80.70664353315668
TUT0169,STU048,GRP009,Model Evaluation,2025-08-19 04:26:15.521581,1.3818284706462065,9.965891558597987,10.0,False,Intermediate,69.69702545622725
TUT0170,STU007,GRP019,Feature Engineering,2025-08-19 02:08:15.521587,39.731368214461774,9.304059782223202,9.152317967294833,False,Advanced,89.37726261970236
TUT0171,STU016,GRP013,Presentation,2025-08-21 01:36:15.521593,4.814334935370525,8.706876967977564,7.945709808836692,False,Basic,54.95703774908386
TUT0172,STU018,GRP007,Code Debugging,2025-08-19 19:20:15.521599,28.77750165864534,8.561276289639704,9.08986585444692,False,Intermediate,96.6011642793283
TUT0173,STU019,GRP011,Model Selection,2025-08-23 13:00:15.521605,13.444175002364306,10.0,10.0,False,Advanced,65.79945805668609
TUT0174,STU023,GRP011,Data Preprocessing,2025-08-24 09:47:15.521611,1.2449393100515889,6.4913884222203215,6.824362841137354,False,Basic,98.74806396104707
TUT0175,STU022,GRP019,Model Selection,2025-08-18 21:23:15.521617,21.08965370358405,6.690712894003424,7.280683959022656,False,Basic,73.80226208981017
TUT0176,STU017,GRP020,Project Planning,2025-08-19 13:49:15.521623,42.86820234740981,7.172430372245503,7.912873517572169,False,Intermediate,69.25589187493954
TUT0177,STU050,GRP001,Data Preprocessing,2025-08-18 09:19:15.521629,5.2660497177972765,7.860143983942301,6.807852584559635,True,Intermediate,72.85350400000182
TUT0178,STU002,GRP011,Presentation,2025-08-22 07:02:15.521635,8.591799987811628,10.0,10.0,True,Basic,53.52923964750283
TUT0179,STU032,GRP008,Code Debugging,2025-08-20 21:51:15.521641,5.066968931470425,10.0,10.0,True,Intermediate,80.85376571325158
TUT0180,STU065,GRP019,Model Evaluation,2025-08-22 13:28:15.521647,30.782728946116784,6.816178097607028,7.255747259626798,True,Basic,70.02442851720662
TUT0181,STU039,GRP010,Documentation,2025-08-18 13:00:15.521653,87.0897339230172,7.1227697466891,7.204449924147,False,Intermediate,82.80316993670725
